"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Richmond County, NY"	"36085"	31	476015	0.06512
	"Hidalgo County, TX"	"48215"	55	849843	0.06472
	"Cameron County, TX"	"48061"	27	422135	0.06396
	"Suffolk County, MA"	"25025"	50	784230	0.06376
	"Ocean County, NJ"	"34029"	37	592497	0.06245
	"Morris County, NJ"	"34027"	31	498423	0.06220
	"Bronx County, NY"	"36005"	89	1455720	0.06114
	"Prince George's County, MD"	"24033"	54	908049	0.05947
	"Essex County, NJ"	"34013"	47	796914	0.05898
	"District of Columbia, DC"	"11001"	40	681170	0.05872
	"Union County, NJ"	"34039"	32	555630	0.05759
	"Mercer County, NJ"	"34021"	21	371023	0.05660
	"Orange County, NY"	"36071"	21	379210	0.05538
	"Hudson County, NJ"	"34017"	37	677983	0.05457
	"Passaic County, NJ"	"34031"	26	507945	0.05119
	"Kings County, NY"	"36047"	130	2629150	0.04945
	"Coffee County, AL"	"01031"	10	51226	Unreliable
	"Etowah County, AL"	"01055"	17	102564	Unreliable
	"Jackson County, AL"	"01071"	14	52138	Unreliable
	"Marshall County, AL"	"01095"	17	95157	Unreliable
	"Walker County, AL"	"01127"	15	64967	Unreliable
	"Gila County, AZ"	"04007"	14	53556	Unreliable
	"Crawford County, AR"	"05033"	11	62267	Unreliable
	"White County, AR"	"05145"	14	79263	Unreliable
	"Yuba County, CA"	"06115"	11	75275	Unreliable
	"Broomfield County, CO"	"08014"	16	66529	Unreliable
	"Delta County, CO"	"08029"	13	30442	Unreliable
	"Garfield County, CO"	"08045"	13	58887	Unreliable
	"Montrose County, CO"	"08085"	10	41471	Unreliable
	"Park County, CO"	"08093"	11	17166	Unreliable
	"Middlesex County, CT"	"09007"	14	163329	Unreliable
	"Monroe County, FL"	"12087"	19	79077	Unreliable
	"Sumter County, FL"	"12119"	19	123996	Unreliable
	"Baldwin County, GA"	"13009"	10	45144	Unreliable
	"Clarke County, GA"	"13059"	15	124707	Unreliable
	"Liberty County, GA"	"13179"	11	62570	Unreliable
	"Troup County, GA"	"13285"	10	70005	Unreliable
	"Bonner County, ID"	"16017"	12	42536	Unreliable
	"Adams County, IL"	"17001"	15	66578	Unreliable
	"Bartholomew County, IN"	"18005"	10	81402	Unreliable
	"Dearborn County, IN"	"18029"	13	49331	Unreliable
	"Grant County, IN"	"18053"	10	66937	Unreliable
	"Jefferson County, IN"	"18077"	13	32418	Unreliable
	"Kosciusko County, IN"	"18085"	13	79092	Unreliable
	"Morgan County, IN"	"18109"	10	69698	Unreliable
	"Tippecanoe County, IN"	"18157"	17	188059	Unreliable
	"Dubuque County, IA"	"19061"	12	97003	Unreliable
	"Butler County, KS"	"20015"	15	67025	Unreliable
	"Leavenworth County, KS"	"20103"	15	80204	Unreliable
	"Bullitt County, KY"	"21029"	12	79151	Unreliable
	"Hardin County, KY"	"21093"	18	107316	Unreliable
	"Marshall County, KY"	"21157"	10	31365	Unreliable
	"Ascension Parish, LA"	"22005"	15	121587	Unreliable
	"Natchitoches Parish, LA"	"22069"	12	39162	Unreliable
	"Knox County, ME"	"23013"	12	39744	Unreliable
	"Cecil County, MD"	"24015"	16	102603	Unreliable
	"Worcester County, MD"	"24047"	10	51444	Unreliable
	"Saginaw County, MI"	"26145"	19	192326	Unreliable
	"Scott County, MN"	"27139"	11	143680	Unreliable
	"Wright County, MN"	"27171"	18	132550	Unreliable
	"Laclede County, MO"	"29105"	10	35490	Unreliable
	"Lincoln County, MO"	"29113"	17	55267	Unreliable
	"St. Francois County, MO"	"29187"	11	66627	Unreliable
	"Madison County, NE"	"31119"	10	35015	Unreliable
	"Douglas County, NV"	"32005"	10	48020	Unreliable
	"Humboldt County, NV"	"32013"	10	16842	Unreliable
	"Sullivan County, NH"	"33019"	16	43004	Unreliable
	"Cayuga County, NY"	"36011"	10	77861	Unreliable
	"Clinton County, NY"	"36019"	12	81073	Unreliable
	"Livingston County, NY"	"36051"	10	64257	Unreliable
	"Oswego County, NY"	"36075"	19	118987	Unreliable
	"Rensselaer County, NY"	"36083"	18	160070	Unreliable
	"Carteret County, NC"	"37031"	17	68890	Unreliable
	"Haywood County, NC"	"37087"	13	60682	Unreliable
	"Nash County, NC"	"37127"	12	94005	Unreliable
	"Orange County, NC"	"37135"	15	141796	Unreliable
	"Transylvania County, NC"	"37175"	13	33482	Unreliable
	"Wayne County, NC"	"37191"	12	124150	Unreliable
	"Belmont County, OH"	"39013"	10	68673	Unreliable
	"Columbiana County, OH"	"39029"	16	103685	Unreliable
	"Darke County, OH"	"39037"	10	51778	Unreliable
	"Fairfield County, OH"	"39045"	19	152597	Unreliable
	"Marion County, OH"	"39101"	14	65096	Unreliable
	"Miami County, OH"	"39109"	12	104679	Unreliable
	"Ross County, OH"	"39141"	14	77000	Unreliable
	"Tuscarawas County, OH"	"39157"	10	92420	Unreliable
	"Muskogee County, OK"	"40101"	18	69477	Unreliable
	"Benton County, OR"	"41003"	13	89385	Unreliable
	"Coos County, OR"	"41011"	17	63761	Unreliable
	"Klamath County, OR"	"41035"	18	66443	Unreliable
	"Umatilla County, OR"	"41059"	15	76456	Unreliable
	"Lebanon County, PA"	"42075"	18	138863	Unreliable
	"Newport County, RI"	"44005"	13	82784	Unreliable
	"Georgetown County, SC"	"45043"	17	61399	Unreliable
	"Marion County, SC"	"45067"	10	31726	Unreliable
	"Todd County, SD"	"46121"	10	10155	Unreliable
	"Bradley County, TN"	"47011"	14	104490	Unreliable
	"Carter County, TN"	"47019"	11	56502	Unreliable
	"Cumberland County, TN"	"47035"	18	58655	Unreliable
	"Dickson County, TN"	"47043"	10	52170	Unreliable
	"Greene County, TN"	"47059"	12	68615	Unreliable
	"Monroe County, TN"	"47123"	13	45970	Unreliable
	"Robertson County, TN"	"47147"	13	69165	Unreliable
	"Bastrop County, TX"	"48021"	10	82733	Unreliable
	"Bowie County, TX"	"48037"	16	93860	Unreliable
	"Henderson County, TX"	"48213"	16	79901	Unreliable
	"Hood County, TX"	"48221"	11	56857	Unreliable
	"Rockwall County, TX"	"48397"	11	93978	Unreliable
	"Washington County, VT"	"50023"	17	58504	Unreliable
	"Bedford County, VA"	"51019"	13	77960	Unreliable
	"Fauquier County, VA"	"51061"	11	69069	Unreliable
	"Frederick County, VA"	"51069"	17	84421	Unreliable
	"Hanover County, VA"	"51085"	12	104392	Unreliable
	"Shenandoah County, VA"	"51171"	10	43175	Unreliable
	"Stafford County, VA"	"51179"	17	144361	Unreliable
	"Hampton city, VA"	"51650"	16	135410	Unreliable
	"Lynchburg city, VA"	"51680"	10	80212	Unreliable
	"Clallam County, WA"	"53009"	13	74570	Unreliable
	"Lewis County, WA"	"53041"	15	77066	Unreliable
	"Skagit County, WA"	"53057"	18	123681	Unreliable
	"Fayette County, WV"	"54019"	12	44323	Unreliable
	"Wood County, WV"	"54107"	14	85643	Unreliable
	"Columbia County, WI"	"55021"	14	56927	Unreliable
	"Fremont County, WY"	"56013"	19	40242	Unreliable
	"Park County, WY"	"56029"	10	29353	Unreliable
	"Cullman County, AL"	"01043"	19	82471	Unreliable
	"Limestone County, AL"	"01083"	10	92753	Unreliable
	"St. Clair County, AL"	"01115"	16	88019	Unreliable
	"Baxter County, AR"	"05005"	15	41062	Unreliable
	"Jefferson County, AR"	"05069"	12	70016	Unreliable
	"Lonoke County, AR"	"05085"	14	72228	Unreliable
	"Saline County, AR"	"05125"	18	118703	Unreliable
	"Kings County, CA"	"06031"	14	149785	Unreliable
	"Madera County, CA"	"06039"	14	154697	Unreliable
	"Napa County, CA"	"06055"	12	142166	Unreliable
	"Tehama County, CA"	"06103"	16	63276	Unreliable
	"Putnam County, FL"	"12107"	15	72277	Unreliable
	"Walton County, FL"	"12131"	15	65889	Unreliable
	"Barrow County, GA"	"13013"	17	77126	Unreliable
	"Catoosa County, GA"	"13047"	16	66398	Unreliable
	"Dougherty County, GA"	"13095"	10	90017	Unreliable
	"Effingham County, GA"	"13103"	11	58712	Unreliable
	"Glynn County, GA"	"13127"	15	84502	Unreliable
	"Newton County, GA"	"13217"	16	106999	Unreliable
	"Whitfield County, GA"	"13313"	12	104589	Unreliable
	"Kauai County, HI"	"15007"	13	72029	Unreliable
	"Bannock County, ID"	"16005"	17	84377	Unreliable
	"DeKalb County, IL"	"17037"	17	104528	Unreliable
	"Kendall County, IL"	"17093"	14	124695	Unreliable
	"Ogle County, IL"	"17141"	10	51273	Unreliable
	"De Kalb County, IN"	"18033"	10	42746	Unreliable
	"Henry County, IN"	"18065"	11	48521	Unreliable
	"Johnson County, IN"	"18081"	17	151982	Unreliable
	"Wayne County, IN"	"18177"	15	66568	Unreliable
	"Dallas County, IA"	"19049"	13	84516	Unreliable
	"Woodbury County, IA"	"19193"	10	102779	Unreliable
	"Reno County, KS"	"20155"	12	63220	Unreliable
	"Lincoln County, KY"	"21137"	10	24372	Unreliable
	"McCracken County, KY"	"21145"	15	65162	Unreliable
	"Acadia Parish, LA"	"22001"	13	62645	Unreliable
	"Avoyelles Parish, LA"	"22009"	11	41117	Unreliable
	"Lafourche Parish, LA"	"22057"	19	98305	Unreliable
	"Ouachita Parish, LA"	"22073"	16	156983	Unreliable
	"St. Landry Parish, LA"	"22097"	18	83883	Unreliable
	"Hancock County, ME"	"23009"	10	54419	Unreliable
	"Allegany County, MD"	"24001"	12	72130	Unreliable
	"Allegan County, MI"	"26005"	15	115548	Unreliable
	"Clinton County, MI"	"26037"	13	77888	Unreliable
	"Eaton County, MI"	"26045"	16	109160	Unreliable
	"Montcalm County, MI"	"26117"	11	62974	Unreliable
	"St. Joseph County, MI"	"26149"	10	60853	Unreliable
	"Tuscola County, MI"	"26157"	11	53338	Unreliable
	"Otter Tail County, MN"	"27111"	14	58085	Unreliable
	"Lamar County, MS"	"28073"	10	60914	Unreliable
	"Madison County, MS"	"28089"	15	105114	Unreliable
	"Buchanan County, MO"	"29021"	14	88938	Unreliable
	"Camden County, MO"	"29029"	10	44497	Unreliable
	"Johnson County, MO"	"29101"	11	53942	Unreliable
	"Autauga County, AL"	"01001"	14	55416	Unreliable
	"Blount County, AL"	"01009"	11	57704	Unreliable
	"Chambers County, AL"	"01017"	15	33843	Unreliable
	"DeKalb County, AL"	"01049"	10	70900	Unreliable
	"Lee County, AL"	"01081"	17	158991	Unreliable
	"Talladega County, AL"	"01121"	10	80103	Unreliable
	"Wade Hampton Census Area, AK"	"02270"	10	8049	Unreliable
	"Graham County, AZ"	"04009"	12	37599	Unreliable
	"Garland County, AR"	"05051"	18	97477	Unreliable
	"Union County, AR"	"05139"	10	39887	Unreliable
	"Amador County, CA"	"06005"	10	37383	Unreliable
	"Siskiyou County, CA"	"06093"	15	43603	Unreliable
	"Sutter County, CA"	"06101"	19	96651	Unreliable
	"Tuolumne County, CA"	"06109"	12	53804	Unreliable
	"Carroll County, GA"	"13045"	18	116261	Unreliable
	"Coweta County, GA"	"13077"	18	140526	Unreliable
	"Forsyth County, GA"	"13117"	19	221009	Unreliable
	"Jackson County, GA"	"13157"	11	64615	Unreliable
	"Paulding County, GA"	"13223"	19	155825	Unreliable
	"Rockdale County, GA"	"13247"	16	89355	Unreliable
	"Walker County, GA"	"13295"	13	67896	Unreliable
	"Bingham County, ID"	"16011"	13	45201	Unreliable
	"Bonneville County, ID"	"16019"	18	112232	Unreliable
	"Kankakee County, IL"	"17091"	10	110008	Unreliable
	"Macon County, IL"	"17115"	17	106550	Unreliable
	"Tazewell County, IL"	"17179"	16	134385	Unreliable
	"Whiteside County, IL"	"17195"	12	56536	Unreliable
	"Woodford County, IL"	"17203"	12	39140	Unreliable
	"Jennings County, IN"	"18079"	10	27758	Unreliable
	"Johnson County, IA"	"19103"	16	146547	Unreliable
	"Riley County, KS"	"20161"	10	73343	Unreliable
	"Boone County, KY"	"21015"	16	128536	Unreliable
	"Christian County, KY"	"21047"	12	72351	Unreliable
	"Madison County, KY"	"21151"	12	89547	Unreliable
	"Bossier Parish, LA"	"22015"	18	126057	Unreliable
	"Calvert County, MD"	"24009"	13	91251	Unreliable
	"Hampshire County, MA"	"25015"	16	161816	Unreliable
	"Cass County, MI"	"26027"	13	51599	Unreliable
	"Hillsdale County, MI"	"26059"	11	45774	Unreliable
	"Jackson County, MI"	"26075"	12	158460	Unreliable
	"Newaygo County, MI"	"26123"	11	47938	Unreliable
	"Blue Earth County, MN"	"27013"	16	66441	Unreliable
	"Olmsted County, MN"	"27109"	19	153102	Unreliable
	"Sherburne County, MN"	"27141"	12	93528	Unreliable
	"Callaway County, MO"	"29027"	12	45078	Unreliable
	"Christian County, MO"	"29043"	12	84401	Unreliable
	"Cole County, MO"	"29051"	10	76631	Unreliable
	"Escambia County, AL"	"01053"	10	37728	Unreliable
	"Houston County, AL"	"01069"	10	104056	Unreliable
	"Bethel Census Area, AK"	"02050"	11	17968	Unreliable
	"Kenai Peninsula Borough, AK"	"02122"	18	58506	Unreliable
	"Greene County, AR"	"05055"	14	44598	Unreliable
	"Imperial County, CA"	"06025"	14	180883	Unreliable
	"Lake County, CA"	"06033"	15	64116	Unreliable
	"Nevada County, CA"	"06057"	17	99107	Unreliable
	"Fremont County, CO"	"08043"	17	47446	Unreliable
	"Gunnison County, CO"	"08051"	10	16408	Unreliable
	"La Plata County, CO"	"08067"	13	55623	Unreliable
	"Montezuma County, CO"	"08083"	15	26999	Unreliable
	"Douglas County, GA"	"13097"	15	142224	Unreliable
	"Fayette County, GA"	"13113"	10	111627	Unreliable
	"Gordon County, GA"	"13129"	11	56904	Unreliable
	"Habersham County, GA"	"13137"	11	44246	Unreliable
	"Lowndes County, GA"	"13185"	12	114628	Unreliable
	"Union County, GA"	"13291"	10	22928	Unreliable
	"Kootenai County, ID"	"16055"	18	154311	Unreliable
	"Vermilion County, IL"	"17183"	13	78111	Unreliable
	"Williamson County, IL"	"17199"	11	67560	Unreliable
	"Clark County, IN"	"18019"	16	116031	Unreliable
	"Delaware County, IN"	"18035"	16	115603	Unreliable
	"Floyd County, IN"	"18043"	16	76990	Unreliable
	"Hancock County, IN"	"18059"	14	73717	Unreliable
	"Howard County, IN"	"18067"	15	82568	Unreliable
	"La Porte County, IN"	"18091"	11	110015	Unreliable
	"Pottawattamie County, IA"	"19155"	15	93582	Unreliable
	"Scott County, IA"	"19163"	19	172474	Unreliable
	"Douglas County, KS"	"20045"	14	119440	Unreliable
	"Boyd County, KY"	"21019"	13	48132	Unreliable
	"Pike County, KY"	"21195"	13	60555	Unreliable
	"St. Martin Parish, LA"	"22099"	13	54007	Unreliable
	"Vernon Parish, LA"	"22115"	14	50569	Unreliable
	"Aroostook County, ME"	"23003"	15	67959	Unreliable
	"Kennebec County, ME"	"23011"	19	120569	Unreliable
	"Waldo County, ME"	"23027"	14	39364	Unreliable
	"Wicomico County, MD"	"24045"	10	102577	Unreliable
	"Berkshire County, MA"	"25003"	15	126903	Unreliable
	"Barry County, MI"	"26015"	10	59702	Unreliable
	"Grand Traverse County, MI"	"26055"	15	92084	Unreliable
	"Lapeer County, MI"	"26087"	17	88340	Unreliable
	"Marquette County, MI"	"26103"	11	66435	Unreliable
	"Midland County, MI"	"26111"	12	83462	Unreliable
	"Van Buren County, MI"	"26159"	10	75223	Unreliable
	"Jackson County, MS"	"28059"	14	141241	Unreliable
	"Jones County, MS"	"28067"	10	67953	Unreliable
	"Cape Girardeau County, MO"	"29031"	17	78913	Unreliable
	"Taney County, MO"	"29213"	15	54735	Unreliable
	"Cascade County, MT"	"30013"	18	81755	Unreliable
	"Silver Bow County, MT"	"30093"	12	34553	Unreliable
	"Lyon County, NV"	"32019"	14	53179	Unreliable
	"Belknap County, NH"	"33001"	12	60779	Unreliable
	"Grafton County, NH"	"33009"	18	88888	Unreliable
	"Curry County, NM"	"35009"	12	50280	Unreliable
	"Lea County, NM"	"35025"	11	69749	Unreliable
	"McKinley County, NM"	"35031"	18	74923	Unreliable
	"Rio Arriba County, NM"	"35039"	10	40040	Unreliable
	"Taos County, NM"	"35055"	13	33065	Unreliable
	"Cattaraugus County, NY"	"36009"	10	77677	Unreliable
	"Delaware County, NY"	"36025"	12	45523	Unreliable
	"Oneida County, NY"	"36065"	19	231190	Unreliable
	"St. Lawrence County, NY"	"36089"	12	110038	Unreliable
	"Sullivan County, NY"	"36105"	13	74801	Unreliable
	"Chatham County, NC"	"37037"	11	72243	Unreliable
	"Cleveland County, NC"	"37045"	19	97144	Unreliable
	"Harnett County, NC"	"37085"	11	130881	Unreliable
	"Lincoln County, NC"	"37109"	14	81168	Unreliable
	"Moore County, NC"	"37125"	13	95776	Unreliable
	"Pender County, NC"	"37141"	16	59090	Unreliable
	"Polk County, NC"	"37149"	10	20334	Unreliable
	"Rockingham County, NC"	"37157"	11	91393	Unreliable
	"Ward County, ND"	"38101"	15	70210	Unreliable
	"Allen County, OH"	"39003"	15	103742	Unreliable
	"Erie County, OH"	"39043"	19	75107	Unreliable
	"Knox County, OH"	"39083"	12	60814	Unreliable
	"Richland County, OH"	"39139"	17	121107	Unreliable
	"Seneca County, OH"	"39147"	11	55353	Unreliable
	"Carter County, OK"	"40019"	14	48556	Unreliable
	"Grady County, OK"	"40051"	11	54655	Unreliable
	"Rogers County, OK"	"40131"	19	91766	Unreliable
	"Washington County, OK"	"40147"	14	52087	Unreliable
	"Columbia County, OR"	"41009"	14	50785	Unreliable
	"Tillamook County, OR"	"41057"	10	26143	Unreliable
	"Adams County, PA"	"42001"	17	102180	Unreliable
	"Bedford County, PA"	"42009"	10	48325	Unreliable
	"Lawrence County, PA"	"42073"	19	87294	Unreliable
	"Northumberland County, PA"	"42097"	12	92541	Unreliable
	"Florence County, SC"	"45041"	11	138742	Unreliable
	"Lancaster County, SC"	"45057"	16	89594	Unreliable
	"Oconee County, SC"	"45073"	15	76355	Unreliable
	"Anderson County, TN"	"47001"	17	75936	Unreliable
	"Claiborne County, TN"	"47025"	11	31757	Unreliable
	"Madison County, TN"	"47113"	15	97663	Unreliable
	"Roane County, TN"	"47145"	12	52874	Unreliable
	"Coryell County, TX"	"48099"	17	74686	Unreliable
	"Ellis County, TX"	"48139"	13	168499	Unreliable
	"Fannin County, TX"	"48147"	10	34031	Unreliable
	"Howard County, TX"	"48227"	10	36708	Unreliable
	"Liberty County, TX"	"48291"	14	81704	Unreliable
	"Palo Pinto County, TX"	"48363"	10	28053	Unreliable
	"Van Zandt County, TX"	"48467"	11	54355	Unreliable
	"Uintah County, UT"	"49047"	10	36373	Unreliable
	"Caledonia County, VT"	"50005"	11	30333	Unreliable
	"Rutland County, VT"	"50021"	13	59310	Unreliable
	"Pittsylvania County, VA"	"51143"	13	61687	Unreliable
	"Roanoke County, VA"	"51161"	17	94031	Unreliable
	"Chelan County, WA"	"53007"	14	76338	Unreliable
	"Jefferson County, WA"	"53031"	17	31139	Unreliable
	"Walla Walla County, WA"	"53071"	10	60340	Unreliable
	"Harrison County, WV"	"54033"	10	68400	Unreliable
	"Marion County, WV"	"54049"	10	56538	Unreliable
	"Dodge County, WI"	"55027"	12	88068	Unreliable
	"Ozaukee County, WI"	"55089"	13	88314	Unreliable
	"Newton County, MO"	"29145"	16	58694	Unreliable
	"Pulaski County, MO"	"29169"	15	52654	Unreliable
	"Carson City, NV"	"32510"	18	54742	Unreliable
	"Coos County, NH"	"33007"	14	32039	Unreliable
	"Hunterdon County, NJ"	"34019"	18	124676	Unreliable
	"Eddy County, NM"	"35015"	18	57621	Unreliable
	"Luna County, NM"	"35029"	11	24450	Unreliable
	"Valencia County, NM"	"35061"	16	75626	Unreliable
	"Chemung County, NY"	"36015"	14	86322	Unreliable
	"Putnam County, NY"	"36079"	10	98900	Unreliable
	"Rockland County, NY"	"36087"	19	326780	Unreliable
	"Alexander County, NC"	"37003"	11	37428	Unreliable
	"Brunswick County, NC"	"37019"	12	126953	Unreliable
	"Caldwell County, NC"	"37027"	17	81449	Unreliable
	"Davie County, NC"	"37059"	11	42013	Unreliable
	"Pitt County, NC"	"37147"	13	177220	Unreliable
	"Robeson County, NC"	"37155"	10	133235	Unreliable
	"Surry County, NC"	"37171"	17	72113	Unreliable
	"Athens County, OH"	"39009"	10	66186	Unreliable
	"Jefferson County, OH"	"39081"	13	66704	Unreliable
	"Scioto County, OH"	"39145"	11	76088	Unreliable
	"Wayne County, OH"	"39169"	11	116470	Unreliable
