"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Baldwin County, AL"	"01003"	47	208563	0.22535
	"Barbour County, AL"	"01005"	11	25965	Unreliable
	"Calhoun County, AL"	"01015"	25	114611	0.21813
	"Colbert County, AL"	"01033"	15	54216	Unreliable
	"Covington County, AL"	"01039"	14	37458	Unreliable
	"Cullman County, AL"	"01043"	29	82471	0.35164
	"Dallas County, AL"	"01047"	13	40008	Unreliable
	"DeKalb County, AL"	"01049"	16	70900	Unreliable
	"Elmore County, AL"	"01051"	19	81799	Unreliable
	"Escambia County, AL"	"01053"	21	37728	0.55662
	"Etowah County, AL"	"01055"	29	102564	0.28275
	"Houston County, AL"	"01069"	20	104056	0.19220
	"Jackson County, AL"	"01071"	11	52138	Unreliable
	"Jefferson County, AL"	"01073"	151	659521	0.22895
	"Lauderdale County, AL"	"01077"	26	92318	0.28164
	"Lawrence County, AL"	"01079"	16	33244	Unreliable
	"Lee County, AL"	"01081"	15	158991	Unreliable
	"Limestone County, AL"	"01083"	14	92753	Unreliable
	"Madison County, AL"	"01089"	71	356967	0.19890
	"Marshall County, AL"	"01095"	25	95157	0.26272
	"Mobile County, AL"	"01097"	63	414836	0.15187
	"Montgomery County, AL"	"01101"	39	226349	0.17230
	"Morgan County, AL"	"01103"	23	119012	0.19326
	"Russell County, AL"	"01113"	12	58172	Unreliable
	"St. Clair County, AL"	"01115"	19	88019	Unreliable
	"Shelby County, AL"	"01117"	25	210622	0.11870
	"Talladega County, AL"	"01121"	18	80103	Unreliable
	"Tuscaloosa County, AL"	"01125"	29	206102	0.14071
	"Walker County, AL"	"01127"	31	64967	0.47717
	"Anchorage Borough, AK"	"02020"	23	298192	0.07713
	"Matanuska-Susitna Borough, AK"	"02170"	12	104365	Unreliable
	"Apache County, AZ"	"04001"	11	73112	Unreliable
	"Cochise County, AZ"	"04003"	34	125770	0.27033
	"Coconino County, AZ"	"04005"	11	140908	Unreliable
	"Gila County, AZ"	"04007"	14	53556	Unreliable
	"Maricopa County, AZ"	"04013"	162	4242997	0.03818
	"Mohave County, AZ"	"04015"	46	205249	0.22412
	"Navajo County, AZ"	"04017"	18	110026	Unreliable
	"Pima County, AZ"	"04019"	101	1016206	0.09939
	"Pinal County, AZ"	"04021"	35	418540	0.08362
	"Yavapai County, AZ"	"04025"	24	225562	0.10640
	"Yuma County, AZ"	"04027"	20	205631	0.09726
	"Arkansas County, AR"	"05001"	11	18214	Unreliable
	"Baxter County, AR"	"05005"	28	41062	0.68190
	"Benton County, AR"	"05007"	26	258291	0.10066
	"Boone County, AR"	"05009"	10	37304	Unreliable
	"Clark County, AR"	"05019"	12	22657	Unreliable
	"Clay County, AR"	"05021"	10	14920	Unreliable
	"Cleburne County, AR"	"05023"	11	25264	Unreliable
	"Craighead County, AR"	"05031"	20	105835	0.18897
	"Crittenden County, AR"	"05035"	10	49235	Unreliable
	"Faulkner County, AR"	"05045"	23	122227	0.18817
	"Garland County, AR"	"05051"	31	97477	0.31802
	"Greene County, AR"	"05055"	16	44598	Unreliable
	"Jefferson County, AR"	"05069"	24	70016	0.34278
	"Lonoke County, AR"	"05085"	18	72228	Unreliable
	"Polk County, AR"	"05113"	13	20173	Unreliable
	"Pope County, AR"	"05115"	18	63779	Unreliable
	"Pulaski County, AR"	"05119"	78	393250	0.19835
	"St. Francis County, AR"	"05123"	11	26196	Unreliable
	"Saline County, AR"	"05125"	39	118703	0.32855
	"Sebastian County, AR"	"05131"	30	127793	0.23475
	"Union County, AR"	"05139"	13	39887	Unreliable
	"Van Buren County, AR"	"05141"	12	16628	Unreliable
	"Washington County, AR"	"05143"	14	228049	Unreliable
	"White County, AR"	"05145"	19	79263	Unreliable
	"Alameda County, CA"	"06001"	125	1647704	0.07586
	"Butte County, CA"	"06007"	23	226864	0.10138
	"Calaveras County, CA"	"06009"	13	45171	Unreliable
	"Contra Costa County, CA"	"06013"	118	1135127	0.10395
	"El Dorado County, CA"	"06017"	16	185625	Unreliable
	"Fresno County, CA"	"06019"	97	979915	0.09899
	"Imperial County, CA"	"06025"	10	180883	Unreliable
	"Kern County, CA"	"06029"	103	884788	0.11641
	"Kings County, CA"	"06031"	14	149785	Unreliable
	"Lake County, CA"	"06033"	21	64116	0.32753
	"Los Angeles County, CA"	"06037"	1182	10137915	0.11659
	"Madera County, CA"	"06039"	17	154697	Unreliable
	"Marin County, CA"	"06041"	23	260651	0.08824
	"Mendocino County, CA"	"06045"	14	87628	Unreliable
	"Merced County, CA"	"06047"	27	268672	0.10049
	"Monterey County, CA"	"06053"	29	435232	0.06663
	"Napa County, CA"	"06055"	15	142166	Unreliable
	"Orange County, CA"	"06059"	359	3172532	0.11316
	"Placer County, CA"	"06061"	47	380531	0.12351
	"Riverside County, CA"	"06065"	241	2387741	0.10093
	"Sacramento County, CA"	"06067"	39	1514460	0.02575
	"San Benito County, CA"	"06069"	10	59414	Unreliable
	"San Bernardino County, CA"	"06071"	227	2140096	0.10607
	"San Diego County, CA"	"06073"	88	3317749	0.02652
	"San Francisco County, CA"	"06075"	91	870887	0.10449
	"San Joaquin County, CA"	"06077"	107	733709	0.14583
	"San Luis Obispo County, CA"	"06079"	20	282887	0.07070
	"San Mateo County, CA"	"06081"	70	764797	0.09153
	"Santa Barbara County, CA"	"06083"	22	446170	0.04931
	"Santa Clara County, CA"	"06085"	91	1919402	0.04741
	"Shasta County, CA"	"06089"	33	179631	0.18371
	"Siskiyou County, CA"	"06093"	11	43603	Unreliable
	"Solano County, CA"	"06095"	46	440207	0.10450
	"Sonoma County, CA"	"06097"	29	503070	0.05765
	"Stanislaus County, CA"	"06099"	71	541560	0.13110
	"Sutter County, CA"	"06101"	10	96651	Unreliable
	"Tulare County, CA"	"06107"	26	460437	0.05647
	"Ventura County, CA"	"06111"	56	849738	0.06590
	"Yuba County, CA"	"06115"	14	75275	Unreliable
	"Adams County, CO"	"08001"	52	498187	0.10438
	"Arapahoe County, CO"	"08005"	65	637068	0.10203
	"Boulder County, CO"	"08013"	20	322226	0.06207
	"Denver County, CO"	"08031"	62	693060	0.08946
	"Douglas County, CO"	"08035"	16	328632	Unreliable
	"El Paso County, CO"	"08041"	46	688284	0.06683
	"Fremont County, CO"	"08043"	10	47446	Unreliable
	"Jefferson County, CO"	"08059"	63	571837	0.11017
	"Larimer County, CO"	"08069"	36	339993	0.10588
	"Pueblo County, CO"	"08101"	19	165123	Unreliable
	"Weld County, CO"	"08123"	22	294932	0.07459
	"Fairfield County, CT"	"09001"	116	944177	0.12286
	"Hartford County, CT"	"09003"	171	892389	0.19162
	"Litchfield County, CT"	"09005"	38	182571	0.20814
	"Middlesex County, CT"	"09007"	20	163329	0.12245
	"New Haven County, CT"	"09009"	143	856875	0.16689
	"New London County, CT"	"09011"	48	269801	0.17791
	"Tolland County, CT"	"09013"	22	151118	0.14558
	"Windham County, CT"	"09015"	12	116192	Unreliable
	"Kent County, DE"	"10001"	49	174827	0.28028
	"New Castle County, DE"	"10003"	108	556987	0.19390
	"Sussex County, DE"	"10005"	51	220251	0.23155
	"District of Columbia, DC"	"11001"	57	681170	0.08368
	"Alachua County, FL"	"12001"	26	263496	0.09867
	"Bay County, FL"	"12005"	35	183974	0.19024
	"Brevard County, FL"	"12009"	115	579130	0.19857
	"Broward County, FL"	"12011"	303	1909632	0.15867
	"Charlotte County, FL"	"12015"	36	178465	0.20172
	"Citrus County, FL"	"12017"	25	143621	0.17407
	"Clay County, FL"	"12019"	29	208311	0.13921
	"Collier County, FL"	"12021"	34	365136	0.09312
	"Columbia County, FL"	"12023"	10	69299	Unreliable
	"DeSoto County, FL"	"12027"	10	35800	Unreliable
	"Duval County, FL"	"12031"	133	926255	0.14359
	"Escambia County, FL"	"12033"	89	315187	0.28237
	"Flagler County, FL"	"12035"	24	108310	0.22159
	"Gadsden County, FL"	"12039"	12	46006	Unreliable
	"Hernando County, FL"	"12053"	29	182835	0.15861
	"Highlands County, FL"	"12055"	25	100917	0.24773
	"Hillsborough County, FL"	"12057"	147	1376238	0.10681
	"Indian River County, FL"	"12061"	67	151563	0.44206
	"Jackson County, FL"	"12063"	19	48229	Unreliable
	"Lake County, FL"	"12069"	56	335396	0.16697
	"Lee County, FL"	"12071"	49	722336	0.06784
	"Leon County, FL"	"12073"	24	287822	0.08338
	"Madison County, FL"	"12079"	13	18224	Unreliable
	"Manatee County, FL"	"12081"	66	375888	0.17558
	"Marion County, FL"	"12083"	43	349020	0.12320
	"Martin County, FL"	"12085"	19	158701	Unreliable
	"Miami-Dade County, FL"	"12086"	323	2712945	0.11906
	"Okaloosa County, FL"	"12091"	28	201170	0.13919
	"Okeechobee County, FL"	"12093"	14	40314	Unreliable
	"Orange County, FL"	"12095"	152	1314367	0.11565
	"Osceola County, FL"	"12097"	46	336015	0.13690
	"Palm Beach County, FL"	"12099"	241	1443810	0.16692
	"Pasco County, FL"	"12101"	87	512368	0.16980
	"Pinellas County, FL"	"12103"	195	960730	0.20297
	"Polk County, FL"	"12105"	102	666149	0.15312
	"Putnam County, FL"	"12107"	11	72277	Unreliable
	"St. Johns County, FL"	"12109"	30	235087	0.12761
	"St. Lucie County, FL"	"12111"	54	306507	0.17618
	"Santa Rosa County, FL"	"12113"	46	170497	0.26980
	"Sarasota County, FL"	"12115"	82	412569	0.19875
	"Seminole County, FL"	"12117"	55	455479	0.12075
	"Sumter County, FL"	"12119"	16	123996	Unreliable
	"Volusia County, FL"	"12127"	114	529364	0.21535
	"Walton County, FL"	"12131"	19	65889	Unreliable
	"Baldwin County, GA"	"13009"	20	45144	0.44303
	"Bartow County, GA"	"13015"	23	103807	0.22157
	"Bibb County, GA"	"13021"	45	152760	0.29458
	"Bulloch County, GA"	"13031"	12	74722	Unreliable
	"Carroll County, GA"	"13045"	19	116261	Unreliable
	"Catoosa County, GA"	"13047"	10	66398	Unreliable
	"Chatham County, GA"	"13051"	41	289082	0.14183
	"Cherokee County, GA"	"13057"	31	241689	0.12826
	"Clarke County, GA"	"13059"	19	124707	Unreliable
	"Clayton County, GA"	"13063"	41	279462	0.14671
	"Cobb County, GA"	"13067"	81	748150	0.10827
	"Colquitt County, GA"	"13071"	11	45708	Unreliable
	"Columbia County, GA"	"13073"	11	147450	Unreliable
	"Coweta County, GA"	"13077"	21	140526	0.14944
	"DeKalb County, GA"	"13089"	100	740321	0.13508
	"Dougherty County, GA"	"13095"	34	90017	0.37771
	"Douglas County, GA"	"13097"	27	142224	0.18984
	"Fayette County, GA"	"13113"	12	111627	Unreliable
	"Floyd County, GA"	"13115"	27	96560	0.27962
	"Forsyth County, GA"	"13117"	28	221009	0.12669
	"Fulton County, GA"	"13121"	162	1023336	0.15831
	"Glynn County, GA"	"13127"	23	84502	0.27218
	"Gordon County, GA"	"13129"	10	56904	Unreliable
	"Gwinnett County, GA"	"13135"	105	907135	0.11575
	"Hall County, GA"	"13139"	17	196637	Unreliable
	"Henry County, GA"	"13151"	31	221768	0.13979
	"Houston County, GA"	"13153"	50	152122	0.32868
	"Jackson County, GA"	"13157"	13	64615	Unreliable
	"Laurens County, GA"	"13175"	16	47516	Unreliable
	"Liberty County, GA"	"13179"	10	62570	Unreliable
	"Lowndes County, GA"	"13185"	22	114628	0.19193
	"Murray County, GA"	"13213"	10	39315	Unreliable
	"Muscogee County, GA"	"13215"	37	197485	0.18736
	"Newton County, GA"	"13217"	22	106999	0.20561
	"Paulding County, GA"	"13223"	18	155825	Unreliable
	"Pickens County, GA"	"13227"	10	30832	Unreliable
	"Richmond County, GA"	"13245"	46	201647	0.22812
	"Rockdale County, GA"	"13247"	19	89355	Unreliable
	"Spalding County, GA"	"13255"	23	64806	0.35491
	"Stephens County, GA"	"13257"	15	25751	Unreliable
	"Sumter County, GA"	"13261"	12	30389	Unreliable
	"Thomas County, GA"	"13275"	11	45248	Unreliable
	"Troup County, GA"	"13285"	19	70005	Unreliable
	"Upson County, GA"	"13293"	13	26335	Unreliable
	"Walker County, GA"	"13295"	19	67896	Unreliable
	"Walton County, GA"	"13297"	20	90184	0.22177
	"Ware County, GA"	"13299"	13	35738	Unreliable
	"Washington County, GA"	"13303"	15	20457	Unreliable
	"Wayne County, GA"	"13305"	12	30104	Unreliable
	"Whitfield County, GA"	"13313"	23	104589	0.21991
	"Hawaii County, HI"	"15001"	28	198449	0.14109
