"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Ontario County, NY"	"36069"	46	109828	0.41884
	"Orange County, NY"	"36071"	163	379210	0.42984
	"Orleans County, NY"	"36073"	16	41346	Unreliable
	"Oswego County, NY"	"36075"	61	118987	0.51266
	"Otsego County, NY"	"36077"	26	60097	0.43263
	"Putnam County, NY"	"36079"	39	98900	0.39434
	"Queens County, NY"	"36081"	537	2333054	0.23017
	"Rensselaer County, NY"	"36083"	48	160070	0.29987
	"Richmond County, NY"	"36085"	182	476015	0.38234
	"Rockland County, NY"	"36087"	86	326780	0.26317
	"St. Lawrence County, NY"	"36089"	44	110038	0.39986
	"Saratoga County, NY"	"36091"	66	227053	0.29068
	"Schenectady County, NY"	"36093"	44	154553	0.28469
	"Seneca County, NY"	"36099"	20	34777	0.57509
	"Steuben County, NY"	"36101"	45	96940	0.46420
	"Suffolk County, NY"	"36103"	820	1492583	0.54938
	"Sullivan County, NY"	"36105"	49	74801	0.65507
	"Tioga County, NY"	"36107"	25	48760	0.51272
	"Tompkins County, NY"	"36109"	48	104871	0.45771
	"Ulster County, NY"	"36111"	71	179225	0.39615
	"Warren County, NY"	"36113"	20	64567	0.30976
	"Washington County, NY"	"36115"	31	61800	0.50162
	"Wayne County, NY"	"36117"	42	90798	0.46257
	"Westchester County, NY"	"36119"	322	974542	0.33041
	"Wyoming County, NY"	"36121"	19	40791	Unreliable
	"Yates County, NY"	"36123"	13	24923	Unreliable
	"Alamance County, NC"	"37001"	85	159688	0.53229
	"Alexander County, NC"	"37003"	18	37428	Unreliable
	"Anson County, NC"	"37007"	10	25448	Unreliable
	"Ashe County, NC"	"37009"	14	26924	Unreliable
	"Avery County, NC"	"37011"	16	17516	Unreliable
	"Beaufort County, NC"	"37013"	38	47526	0.79956
	"Bertie County, NC"	"37015"	13	19854	Unreliable
	"Bladen County, NC"	"37017"	30	33741	0.88913
	"Brunswick County, NC"	"37019"	82	126953	0.64591
	"Buncombe County, NC"	"37021"	164	256088	0.64040
	"Burke County, NC"	"37023"	66	88851	0.74282
	"Cabarrus County, NC"	"37025"	113	201590	0.56054
	"Caldwell County, NC"	"37027"	52	81449	0.63844
	"Carteret County, NC"	"37031"	55	68890	0.79837
	"Caswell County, NC"	"37033"	19	22910	Unreliable
	"Catawba County, NC"	"37035"	92	156459	0.58801
	"Chatham County, NC"	"37037"	30	72243	0.41527
	"Cherokee County, NC"	"37039"	18	27905	Unreliable
	"Clay County, NC"	"37043"	14	10915	Unreliable
	"Cleveland County, NC"	"37045"	87	97144	0.89558
	"Columbus County, NC"	"37047"	46	56505	0.81409
	"Craven County, NC"	"37049"	81	103445	0.78302
	"Cumberland County, NC"	"37051"	160	327127	0.48911
	"Currituck County, NC"	"37053"	18	25809	Unreliable
	"Dare County, NC"	"37055"	12	35964	Unreliable
	"Davidson County, NC"	"37057"	103	164926	0.62452
	"Davie County, NC"	"37059"	43	42013	1.02349
	"Duplin County, NC"	"37061"	27	58969	0.45787
	"Durham County, NC"	"37063"	119	306212	0.38862
	"Edgecombe County, NC"	"37065"	38	53318	0.71270
	"Forsyth County, NC"	"37067"	197	371511	0.53027
	"Franklin County, NC"	"37069"	38	64705	0.58728
	"Gaston County, NC"	"37071"	142	216965	0.65448
	"Gates County, NC"	"37073"	11	11478	Unreliable
	"Granville County, NC"	"37077"	30	59031	0.50821
	"Greene County, NC"	"37079"	12	21168	Unreliable
	"Guilford County, NC"	"37081"	273	521330	0.52366
	"Halifax County, NC"	"37083"	34	51766	0.65680
	"Harnett County, NC"	"37085"	68	130881	0.51956
	"Haywood County, NC"	"37087"	52	60682	0.85693
	"Henderson County, NC"	"37089"	91	114209	0.79678
	"Hertford County, NC"	"37091"	12	24136	Unreliable
	"Hoke County, NC"	"37093"	22	53262	0.41305
	"Iredell County, NC"	"37097"	101	172916	0.58410
	"Jackson County, NC"	"37099"	35	42241	0.82858
	"Johnston County, NC"	"37101"	84	191450	0.43876
	"Lee County, NC"	"37105"	29	59616	0.48645
	"Lenoir County, NC"	"37107"	28	57307	0.48860
	"Lincoln County, NC"	"37109"	49	81168	0.60369
	"McDowell County, NC"	"37111"	30	45075	0.66556
	"Macon County, NC"	"37113"	34	34376	0.98906
	"Madison County, NC"	"37115"	11	21340	Unreliable
	"Martin County, NC"	"37117"	12	23172	Unreliable
	"Mecklenburg County, NC"	"37119"	379	1054835	0.35930
	"Mitchell County, NC"	"37121"	17	15126	Unreliable
	"Moore County, NC"	"37125"	60	95776	0.62646
	"Nash County, NC"	"37127"	56	94005	0.59571
	"New Hanover County, NC"	"37129"	119	223483	0.53248
	"Northampton County, NC"	"37131"	15	20000	Unreliable
	"Onslow County, NC"	"37133"	84	187136	0.44887
	"Orange County, NC"	"37135"	45	141796	0.31736
	"Pasquotank County, NC"	"37139"	18	39864	Unreliable
	"Pender County, NC"	"37141"	45	59090	0.76155
	"Person County, NC"	"37145"	17	39284	Unreliable
	"Pitt County, NC"	"37147"	88	177220	0.49656
	"Polk County, NC"	"37149"	15	20334	Unreliable
	"Randolph County, NC"	"37151"	95	143416	0.66241
	"Richmond County, NC"	"37153"	26	44939	0.57856
	"Robeson County, NC"	"37155"	91	133235	0.68300
	"Rockingham County, NC"	"37157"	70	91393	0.76592
	"Rowan County, NC"	"37159"	112	139933	0.80038
	"Rutherford County, NC"	"37161"	45	66421	0.67750
	"Sampson County, NC"	"37163"	53	63124	0.83962
	"Scotland County, NC"	"37165"	20	35244	0.56747
	"Stanly County, NC"	"37167"	34	60791	0.55929
	"Stokes County, NC"	"37169"	35	46097	0.75927
	"Surry County, NC"	"37171"	55	72113	0.76269
	"Transylvania County, NC"	"37175"	22	33482	0.65707
	"Union County, NC"	"37179"	78	226606	0.34421
	"Vance County, NC"	"37181"	33	44244	0.74586
	"Wake County, NC"	"37183"	362	1046791	0.34582
	"Watauga County, NC"	"37189"	22	53922	0.40800
	"Wayne County, NC"	"37191"	72	124150	0.57994
	"Wilkes County, NC"	"37193"	68	68740	0.98923
	"Wilson County, NC"	"37195"	43	81661	0.52657
	"Yadkin County, NC"	"37197"	18	37532	Unreliable
	"Yancey County, NC"	"37199"	11	17678	Unreliable
	"Burleigh County, ND"	"38015"	37	94487	0.39159
	"Cass County, ND"	"38017"	72	175249	0.41084
	"Grand Forks County, ND"	"38035"	27	71083	0.37984
	"Morton County, ND"	"38059"	13	30809	Unreliable
	"Rolette County, ND"	"38079"	12	14659	Unreliable
	"Stark County, ND"	"38089"	17	31199	Unreliable
	"Stutsman County, ND"	"38093"	15	21128	Unreliable
	"Ward County, ND"	"38101"	20	70210	0.28486
	"Williams County, ND"	"38105"	12	34337	Unreliable
	"Adams County, OH"	"39001"	30	27907	1.07500
	"Allen County, OH"	"39003"	67	103742	0.64583
	"Ashland County, OH"	"39005"	20	53652	0.37277
	"Ashtabula County, OH"	"39007"	79	98231	0.80423
	"Athens County, OH"	"39009"	28	66186	0.42305
	"Auglaize County, OH"	"39011"	18	45894	Unreliable
	"Belmont County, OH"	"39013"	45	68673	0.65528
	"Brown County, OH"	"39015"	38	43759	0.86839
	"Butler County, OH"	"39017"	322	377537	0.85290
	"Carroll County, OH"	"39019"	13	27669	Unreliable
	"Champaign County, OH"	"39021"	24	38747	0.61940
	"Clark County, OH"	"39023"	129	134786	0.95707
	"Clermont County, OH"	"39025"	151	203022	0.74376
	"Clinton County, OH"	"39027"	35	41902	0.83528
	"Columbiana County, OH"	"39029"	76	103685	0.73299
	"Coshocton County, OH"	"39031"	18	36602	Unreliable
	"Crawford County, OH"	"39033"	20	42083	0.47525
	"Cuyahoga County, OH"	"39035"	956	1249352	0.76520
	"Darke County, OH"	"39037"	50	51778	0.96566
	"Defiance County, OH"	"39039"	21	38158	0.55034
	"Delaware County, OH"	"39041"	67	196463	0.34103
	"Erie County, OH"	"39043"	67	75107	0.89206
	"Fairfield County, OH"	"39045"	69	152597	0.45217
	"Fayette County, OH"	"39047"	13	28676	Unreliable
	"Franklin County, OH"	"39049"	692	1264518	0.54724
	"Fulton County, OH"	"39051"	30	42514	0.70565
	"Gallia County, OH"	"39053"	16	30015	Unreliable
	"Geauga County, OH"	"39055"	47	94060	0.49968
	"Greene County, OH"	"39057"	87	164765	0.52802
	"Guernsey County, OH"	"39059"	26	39063	0.66559
	"Hamilton County, OH"	"39061"	519	809099	0.64145
	"Hancock County, OH"	"39063"	48	75872	0.63264
	"Hardin County, OH"	"39065"	26	31474	0.82608
	"Henry County, OH"	"39069"	16	27629	Unreliable
	"Highland County, OH"	"39071"	16	43029	Unreliable
	"Hocking County, OH"	"39073"	21	28340	0.74100
	"Holmes County, OH"	"39075"	12	43936	Unreliable
	"Huron County, OH"	"39077"	43	58439	0.73581
	"Jackson County, OH"	"39079"	20	32505	0.61529
	"Jefferson County, OH"	"39081"	34	66704	0.50971
	"Knox County, OH"	"39083"	28	60814	0.46042
	"Lake County, OH"	"39085"	188	228614	0.82235
	"Lawrence County, OH"	"39087"	55	60872	0.90354
	"Licking County, OH"	"39089"	83	172198	0.48200
	"Logan County, OH"	"39091"	32	45165	0.70851
	"Lorain County, OH"	"39093"	270	306365	0.88130
	"Lucas County, OH"	"39095"	320	432488	0.73990
	"Madison County, OH"	"39097"	33	43419	0.76004
	"Mahoning County, OH"	"39099"	159	230008	0.69128
	"Marion County, OH"	"39101"	54	65096	0.82954
	"Medina County, OH"	"39103"	83	177221	0.46834
	"Meigs County, OH"	"39105"	19	23125	Unreliable
	"Mercer County, OH"	"39107"	22	40909	0.53778
	"Miami County, OH"	"39109"	72	104679	0.68782
	"Montgomery County, OH"	"39113"	565	531239	1.06355
	"Morgan County, OH"	"39115"	11	14804	Unreliable
	"Morrow County, OH"	"39117"	20	35036	0.57084
	"Muskingum County, OH"	"39119"	38	86068	0.44151
	"Ottawa County, OH"	"39123"	30	40636	0.73826
	"Perry County, OH"	"39127"	20	35927	0.55668
	"Pickaway County, OH"	"39129"	31	57565	0.53852
	"Pike County, OH"	"39131"	25	28160	0.88778
	"Portage County, OH"	"39133"	95	161921	0.58671
	"Preble County, OH"	"39135"	38	41247	0.92128
	"Putnam County, OH"	"39137"	24	34056	0.70472
	"Richland County, OH"	"39139"	106	121107	0.87526
	"Ross County, OH"	"39141"	82	77000	1.06494
	"Sandusky County, OH"	"39143"	48	59330	0.80903
	"Scioto County, OH"	"39145"	69	76088	0.90684
	"Seneca County, OH"	"39147"	24	55353	0.43358
	"Shelby County, OH"	"39149"	29	48623	0.59643
	"Stark County, OH"	"39151"	235	373612	0.62899
	"Summit County, OH"	"39153"	449	540300	0.83102
	"Trumbull County, OH"	"39155"	171	201825	0.84727
	"Tuscarawas County, OH"	"39157"	49	92420	0.53019
	"Union County, OH"	"39159"	17	55457	Unreliable
	"Van Wert County, OH"	"39161"	14	28362	Unreliable
	"Warren County, OH"	"39165"	111	227063	0.48885
	"Washington County, OH"	"39167"	45	60610	0.74245
	"Wayne County, OH"	"39169"	90	116470	0.77273
	"Williams County, OH"	"39171"	35	37017	0.94551
	"Wood County, OH"	"39173"	51	130219	0.39165
	"Wyandot County, OH"	"39175"	14	22118	Unreliable
	"Adair County, OK"	"40001"	10	22098	Unreliable
	"Atoka County, OK"	"40005"	13	13810	Unreliable
	"Beckham County, OK"	"40009"	28	22519	1.24339
	"Blaine County, OK"	"40011"	11	9643	Unreliable
	"Bryan County, OK"	"40013"	42	45573	0.92160
	"Caddo County, OK"	"40015"	21	29557	0.71049
	"Canadian County, OK"	"40017"	48	136532	0.35157
	"Carter County, OK"	"40019"	34	48556	0.70022
	"Cherokee County, OK"	"40021"	38	48700	0.78029
	"Choctaw County, OK"	"40023"	19	14885	Unreliable
	"Cleveland County, OK"	"40027"	147	278655	0.52753
	"Comanche County, OK"	"40031"	63	122136	0.51582
	"Craig County, OK"	"40035"	11	14625	Unreliable
	"Creek County, OK"	"40037"	51	71312	0.71517
	"Custer County, OK"	"40039"	19	29293	Unreliable
	"Delaware County, OK"	"40041"	31	41598	0.74523
	"Garfield County, OK"	"40047"	42	62603	0.67089
	"Garvin County, OK"	"40049"	25	27838	0.89805
	"Grady County, OK"	"40051"	43	54655	0.78675
	"Hughes County, OK"	"40063"	11	13566	Unreliable
	"Jackson County, OK"	"40065"	17	25497	Unreliable
	"Johnston County, OK"	"40069"	17	11087	Unreliable
	"Kay County, OK"	"40071"	38	44943	0.84552
	"Kiowa County, OK"	"40075"	12	9077	Unreliable
	"Le Flore County, OK"	"40079"	43	49873	0.86219
	"Lincoln County, OK"	"40081"	37	35129	1.05326
	"Logan County, OK"	"40083"	24	46588	0.51515
	"Love County, OK"	"40085"	10	9997	Unreliable
	"McClain County, OK"	"40087"	18	38682	Unreliable
	"McCurtain County, OK"	"40089"	36	32822	1.09683
	"McIntosh County, OK"	"40091"	15	19815	Unreliable
	"Mayes County, OK"	"40097"	41	40920	1.00196
	"Murray County, OK"	"40099"	18	13918	Unreliable
	"Muskogee County, OK"	"40101"	50	69477	0.71966
	"Noble County, OK"	"40103"	10	11384	Unreliable
	"Oklahoma County, OK"	"40109"	525	782970	0.67052
	"Okmulgee County, OK"	"40111"	27	39213	0.68855
	"Osage County, OK"	"40113"	26	47806	0.54386
	"Ottawa County, OK"	"40115"	21	31691	0.66265
	"Pawnee County, OK"	"40117"	14	16485	Unreliable
	"Payne County, OK"	"40119"	30	81131	0.36977
	"Pittsburg County, OK"	"40121"	24	44173	0.54332
	"Pontotoc County, OK"	"40123"	38	38330	0.99139
	"Pottawatomie County, OK"	"40125"	60	72290	0.82999
	"Pushmataha County, OK"	"40127"	19	11057	Unreliable
	"Rogers County, OK"	"40131"	51	91766	0.55576
	"Seminole County, OK"	"40133"	24	25207	0.95212
	"Sequoyah County, OK"	"40135"	30	41294	0.72650
	"Stephens County, OK"	"40137"	35	44090	0.79383
	"Texas County, OK"	"40139"	12	21098	Unreliable
	"Tulsa County, OK"	"40143"	350	642940	0.54437
	"Wagoner County, OK"	"40145"	42	77679	0.54069
	"Washington County, OK"	"40147"	32	52087	0.61436
	"Washita County, OK"	"40149"	12	11447	Unreliable
	"Woodward County, OK"	"40153"	21	20814	1.00894
	"Baker County, OR"	"41001"	11	16059	Unreliable
	"Benton County, OR"	"41003"	37	89385	0.41394
	"Clackamas County, OR"	"41005"	195	408062	0.47787
	"Clatsop County, OR"	"41007"	32	38632	0.82833
	"Columbia County, OR"	"41009"	29	50785	0.57103
	"Coos County, OR"	"41011"	55	63761	0.86260
	"Crook County, OR"	"41013"	16	22570	Unreliable
	"Curry County, OR"	"41015"	17	22713	Unreliable
	"Deschutes County, OR"	"41017"	90	181307	0.49640
	"Douglas County, OR"	"41019"	65	108457	0.59932
	"Grant County, OR"	"41023"	12	7158	Unreliable
	"Hood River County, OR"	"41027"	12	23232	Unreliable
	"Jackson County, OR"	"41029"	121	216527	0.55882
	"Jefferson County, OR"	"41031"	15	23080	Unreliable
	"Josephine County, OR"	"41033"	66	85904	0.76830
	"Klamath County, OR"	"41035"	38	66443	0.57192
	"Lane County, OR"	"41039"	243	369519	0.65761
	"Lincoln County, OR"	"41041"	33	47806	0.69029
	"Linn County, OR"	"41043"	90	122849	0.73261
	"Malheur County, OR"	"41045"	14	30439	Unreliable
	"Marion County, OR"	"41047"	164	336316	0.48764
	"Multnomah County, OR"	"41051"	354	799766	0.44263
	"Polk County, OR"	"41053"	47	81823	0.57441
	"Tillamook County, OR"	"41057"	20	26143	0.76502
	"Umatilla County, OR"	"41059"	43	76456	0.56241
	"Union County, OR"	"41061"	15	26087	Unreliable
	"Wasco County, OR"	"41065"	12	26115	Unreliable
	"Washington County, OR"	"41067"	180	582779	0.30886
	"Yamhill County, OR"	"41071"	51	105035	0.48555
	"Adams County, PA"	"42001"	67	102180	0.65571
	"Allegheny County, PA"	"42003"	1003	1225365	0.81853
	"Armstrong County, PA"	"42005"	68	66486	1.02277
	"Beaver County, PA"	"42007"	162	167429	0.96757
	"Bedford County, PA"	"42009"	26	48325	0.53802
	"Berks County, PA"	"42011"	211	414812	0.50866
	"Blair County, PA"	"42013"	98	124650	0.78620
	"Bradford County, PA"	"42015"	35	60770	0.57594
	"Bucks County, PA"	"42017"	371	626399	0.59227
	"Butler County, PA"	"42019"	137	186847	0.73322
	"Cambria County, PA"	"42021"	147	134732	1.09105
	"Carbon County, PA"	"42025"	46	63594	0.72334
	"Centre County, PA"	"42027"	48	161464	0.29728
	"Chester County, PA"	"42029"	213	516312	0.41254
	"Clarion County, PA"	"42031"	23	38513	0.59720
	"Clearfield County, PA"	"42033"	36	80596	0.44667
	"Clinton County, PA"	"42035"	28	39233	0.71368
	"Columbia County, PA"	"42037"	40	66420	0.60223
	"Crawford County, PA"	"42039"	61	86257	0.70719
	"Cumberland County, PA"	"42041"	131	248506	0.52715
	"Dauphin County, PA"	"42043"	177	273707	0.64668
	"Delaware County, PA"	"42045"	346	563402	0.61413
	"Elk County, PA"	"42047"	41	30480	1.34514
	"Erie County, PA"	"42049"	156	276207	0.56479
	"Fayette County, PA"	"42051"	124	132733	0.93421
	"Franklin County, PA"	"42055"	70	153851	0.45499
	"Fulton County, PA"	"42057"	19	14640	Unreliable
	"Greene County, PA"	"42059"	35	37197	0.94094
	"Huntingdon County, PA"	"42061"	28	45634	0.61358
	"Indiana County, PA"	"42063"	87	86364	1.00736
	"Jefferson County, PA"	"42065"	31	44073	0.70338
	"Juniata County, PA"	"42067"	17	24863	Unreliable
	"Lackawanna County, PA"	"42069"	146	211321	0.69089
	"Lancaster County, PA"	"42071"	294	538500	0.54596
	"Lawrence County, PA"	"42073"	78	87294	0.89353
	"Lebanon County, PA"	"42075"	64	138863	0.46089
	"Lehigh County, PA"	"42077"	215	363147	0.59205
	"Luzerne County, PA"	"42079"	228	316383	0.72065
	"Lycoming County, PA"	"42081"	57	115248	0.49459
	"Mc Kean County, PA"	"42083"	20	41883	0.47752
	"Mercer County, PA"	"42085"	93	112913	0.82364
	"Mifflin County, PA"	"42087"	22	46342	0.47473
	"Monroe County, PA"	"42089"	104	166098	0.62614
	"Montgomery County, PA"	"42091"	434	821725	0.52816
	"Montour County, PA"	"42093"	11	18343	Unreliable
	"Northampton County, PA"	"42095"	169	302294	0.55906
	"Northumberland County, PA"	"42097"	53	92541	0.57272
	"Perry County, PA"	"42099"	34	45820	0.74203
	"Philadelphia County, PA"	"42101"	1103	1567872	0.70350
	"Pike County, PA"	"42103"	27	55562	0.48594
	"Potter County, PA"	"42105"	15	16885	Unreliable
	"Schuylkill County, PA"	"42107"	103	143573	0.71741
	"Snyder County, PA"	"42109"	27	40468	0.66719
	"Somerset County, PA"	"42111"	61	75061	0.81267
	"Susquehanna County, PA"	"42115"	25	40862	0.61182
	"Tioga County, PA"	"42117"	24	41467	0.57877
	"Union County, PA"	"42119"	16	45565	Unreliable
	"Venango County, PA"	"42121"	31	52582	0.58956
	"Warren County, PA"	"42123"	19	40025	Unreliable
	"Washington County, PA"	"42125"	202	207981	0.97124
	"Wayne County, PA"	"42127"	37	50710	0.72964
	"Westmoreland County, PA"	"42129"	347	355458	0.97621
	"Wyoming County, PA"	"42131"	13	27521	Unreliable
	"York County, PA"	"42133"	251	443744	0.56564
	"Bristol County, RI"	"44001"	28	49067	0.57065
	"Kent County, RI"	"44003"	121	164614	0.73505
	"Newport County, RI"	"44005"	52	82784	0.62814
	"Providence County, RI"	"44007"	420	633673	0.66280
	"Washington County, RI"	"44009"	54	126288	0.42759
	"Aiken County, SC"	"45003"	97	167458	0.57925
	"Anderson County, SC"	"45007"	147	196569	0.74783
	"Bamberg County, SC"	"45009"	11	14434	Unreliable
	"Barnwell County, SC"	"45011"	11	21483	Unreliable
	"Beaufort County, SC"	"45013"	85	183149	0.46410
	"Berkeley County, SC"	"45015"	117	210898	0.55477
	"Charleston County, SC"	"45019"	197	396484	0.49687
	"Cherokee County, SC"	"45021"	29	56646	0.51195
	"Chester County, SC"	"45023"	25	32181	0.77686
	"Chesterfield County, SC"	"45025"	33	46013	0.71719
	"Clarendon County, SC"	"45027"	24	33951	0.70690
	"Colleton County, SC"	"45029"	29	37923	0.76471
	"Darlington County, SC"	"45031"	39	67234	0.58006
	"Dillon County, SC"	"45033"	23	30858	0.74535
	"Dorchester County, SC"	"45035"	70	153773	0.45522
